candidate_id	caller_symbol	caller_source_path	caller_source_sha256	caller_source_line	callee_spelling	selected_definition_identity	call_argument_count	declaration_argument_counts	definition_argument_count	shape_basis	caller_condition_context	definition_condition_context	next_disposition
"MVDM-FIRST-REBASELINED-006053"	"outw"	"softpc.new/base/support/ios.c"	"e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205"	"593"	"dump_outw"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/video/ega_trcr.c|f69389e877975d277405c21af95b5fea6fe2794b5ac7928d8634efbbbd432e9c|70"	"2"	"unresolved"	"2"	"unresolved"	"ifdef:EGA_DUMP"	"if:!defined(NTVDM) || (defined(NTVDM) && !defined(X86GFX) ) > ifdef:EGA_DUMP"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006054"	"io_init"	"softpc.new/base/support/ios.c"	"e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205"	"974"	"io_define_inb"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/ios.c|e4f39908ff9534adde52e46def732a93790ac48f2bb481590622c537c2f3b205|692"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"unconditional"	"ifdef:ANSI"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006072"	"terminate"	"softpc.new/base/support/terminat.c"	"b085166424614a154a41f794bf3505f50a77a2ea60338bcefcb845be8e092e53"	"99"	"host_fdisk_term"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/nt_fdisk.c|f4cca0215e2ff4f49113fe95a26529854b712e096af1c3cc54536061808c4867|133"	"0"	"unresolved"	"0"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006076"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"171"	"get_host_timestamp"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|523"	"3"	"unresolved"	"0"	"unresolved"	"else:/* ! NTVDM */"	"ifndef:NTVDM"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006077"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"223"	"write_host_timestamp"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|654"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:NTVDM"	"ifndef:NTVDM"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006078"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"237"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006079"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"238"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006080"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"239"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006081"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"240"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006082"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"268"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006083"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"269"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006084"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"270"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006085"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"271"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006086"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"273"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006087"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"274"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006088"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"275"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006089"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"276"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006090"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"278"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006091"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"294"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006092"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"295"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006093"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"296"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006094"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"297"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006095"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"325"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006096"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"326"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006097"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"327"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006098"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"328"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006099"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"330"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006100"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"331"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006101"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"332"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006102"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"333"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006103"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"334"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006104"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"335"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006105"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"336"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006106"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"342"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006107"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"353"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006108"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"354"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006109"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"355"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006110"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"356"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006111"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"358"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006112"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"359"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006113"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"360"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006114"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"364"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006115"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"366"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006116"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"371"	"cmos_read"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|143"	"1"	"0;0"	"1"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006117"	"time_of_day"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"373"	"cmos_write"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/bios/cmos_bis.c|e3b6710db5887ef77c5a38c881ebb4eeff2575db65e86a3468258aaa9293e1bd|178"	"2"	"0;0"	"2"	"unresolved"	"unconditional"	"unconditional"	"call/declaration/definition shape not fully confirmed; preserve first-degree record"
"MVDM-FIRST-REBASELINED-006118"	"time_of_day_init"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"778"	"get_host_time"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|726"	"3"	"unresolved"	"3"	"same-translation-unit original definition"	"ifndef:NTVDM"	"ifndef:NTVDM"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006119"	"time_of_day_init"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"780"	"TimeToTicks"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|743"	"5"	"unresolved"	"5"	"same-translation-unit original definition"	"ifndef:NTVDM"	"ifndef:NTVDM"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
"MVDM-FIRST-REBASELINED-006120"	"time_of_day_init"	"softpc.new/base/support/time_day.c"	"af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2"	"790"	"write_host_timestamp"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/base/support/time_day.c|af7a3d2b6dd80dec1f72910ae627f2ed87906fe8986e8c7c930ae6fbf35bd1b2|654"	"2"	"unresolved"	"2"	"same-translation-unit original definition"	"ifndef:NTVDM"	"ifndef:NTVDM"	"source call/declaration/definition arity confirmed; retain conditional contexts for profile binding and admit zero-degree closure rebase"
