one_ledger1_identity	caller_zero_identity	caller_physical_identity	caller_source_root	caller_source_path	caller_source_sha256	caller_definition_line	caller_symbol	caller_linkage	call_source_line	callee_spelling	call_form	zero_binding	zero_definition_candidates	next_action	boundary
"MVDM-HOST-ONE1-001304"	"MVDM-HOST-ZERO1-000453"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/config.c|2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa|1224|GetVDMSize"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"1224"	"GetVDMSize"	"externally-linkable"	"1262"	"atoi"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001305"	"MVDM-HOST-ZERO1-000454"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/config.c|2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa|1274|GetDefaultVDMSize"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/config.c"	"2a87d13d633e62b7bda2d982127feea19b20b5a779ff1e384966c2eb3ce6ddfa"	"1274"	"GetDefaultVDMSize"	"externally-linkable"	"1278"	"GlobalMemoryStatus"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001306"	"MVDM-HOST-ZERO1-000455"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/copy_fnc.c|320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518|12|bwdcopy"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/copy_fnc.c"	"320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518"	"12"	"bwdcopy"	"externally-linkable"	"27"	"memcpy"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001307"	"MVDM-HOST-ZERO1-000457"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/copy_fnc.c|320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518|48|memfill"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/copy_fnc.c"	"320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518"	"48"	"memfill"	"externally-linkable"	"57"	"memset"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001308"	"MVDM-HOST-ZERO1-000458"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/copy_fnc.c|320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518|83|fwd_word_fill"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/copy_fnc.c"	"320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518"	"83"	"fwd_word_fill"	"externally-linkable"	"120"	"RtlFillMemoryUlong"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001309"	"MVDM-HOST-ZERO1-000459"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/copy_fnc.c|320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518|174|memset4"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/copy_fnc.c"	"320d697e9969cf146d5b0f94813aa62b501b0eefeff31806b22d463912965518"	"174"	"memset4"	"externally-linkable"	"192"	"RtlFillMemoryUlong"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001310"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"39"	"getenv"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001311"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"41"	"CreateFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001312"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"41"	"getenv"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001313"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"47"	"OutputDebugString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001314"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"54"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001315"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"58"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001316"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"59"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001317"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"62"	"OutputDebugString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001318"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"67"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001319"	"MVDM-HOST-ZERO1-000460"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|12|printf"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"12"	"printf"	"externally-linkable"	"67"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001320"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"39"	"getenv"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001321"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"41"	"CreateFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001322"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"41"	"getenv"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001323"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"47"	"OutputDebugString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001324"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"54"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001325"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"58"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001326"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"59"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001327"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"62"	"OutputDebugString"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001328"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"67"	"WriteFile"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001329"	"MVDM-HOST-ZERO1-000461"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|30|OutputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"30"	"OutputString"	"externally-linkable"	"67"	"strlen"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
"MVDM-HOST-ONE1-001330"	"MVDM-HOST-ZERO1-000462"	"O:\repos.external\OpenNT\base\mvdm|softpc.new/host/src/fprt.c|f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424|76|InputString"	"O:\repos.external\OpenNT\base\mvdm"	"softpc.new/host/src/fprt.c"	"f7918f49be621c55f53c51c9ae6db756ff239768bb886b84fcfe39eeedb65424"	"76"	"InputString"	"externally-linkable"	"85"	"DbgPrompt"	"direct-named-call"	"outside-zero-ledger1"	""	"one-degree source/disposition audit; do not inspect callee body in this export"	"derived only from the caller body identified by zero-ledger1; no symbol-only merging, provider selection, second-degree traversal, or historical one-ledger input"
